اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
مجموعه عطر سيجنتشر اوبال او دو برفيوم (100مل + عينة 15 مل),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/dcf1b779-2063-4e41-a676-6ccac1ec5722-500x500-WUhBubwOgYGOkUcPc5O5agUMmSOejYWb3IXv8ama.png",414,متجر ساراء ميكاب.csv,عطر سيجنتشر أونيكس أو دو برفيوم 100 مل + 15 مل,77.9,GOLDEN-GRAY,سيجنتشر,review,,
مجموعه عطر سيجنتشر سيلاجيد اورينت مسك 100 مل + 15 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a4d1fa33-a191-4bb8-8b66-f650cf633edf-500x500-jBnEdeLwcaxO1peLxpOhMJKRLL0hpkNGgyj0qdoL.png",368,متجر ساراء ميكاب.csv,عطر سيجنتشر سيلاجيد أورينت سيجنتشر جاد 100 مل + 15 مل,83.9,GOLDEN-GRAY,سيجنتشر,review,,
عينة سترونجر وذ يو سبايسز من جورجيو ارماني أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/43b663c5-f752-487d-95ce-937a5b967faf-500x500-F5DJvr9yDjvALrCcep1n6pYsoGFP4BwPXjYuLuTw.png",11,متجر ساراء ميكاب.csv,تستر جورجيو أرماني سترونجر ويذ يو توباكو أو دو برفيوم 100مل,71.1,GOLDEN-GRAY,جورجيو,review,,
عينة عطر قوتشي قيلتي ابسولو دي بارفيوم النسائي,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4fc4022b-90b7-4e60-9ff3-58c2b6c698c5-500x500-fIun4Bwv1C1UIVpHmDjjMaVazApvdF0kwZnbtHVq.png",14,متجر ساراء ميكاب.csv,عطر قوتشي غيلتي أبسولو دو بارفيوم 60مل (للنساء),70.7,GOLDEN-GRAY,قوتشي,review,,
عطر فرنش افينيو اروماتكس كارنال ديزاير 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/eb473e6a-32ee-4fb5-896c-e2e9322b6030-500x500-UxUAHQjq4skjCPta8llFFCz2ON71a6Z0hCWs2jzz.png",154,متجر ساراء ميكاب.csv,عطر فرنش أفينيو كارنال ديزاير او دو بارفيوم 100مل,81.0,GOLDEN-GRAY,فرنش أفينيو,review,,
عطر ميمو باريس بورتوبيللو رود أو دي بارفيوم للجنسين 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e4f6455b-d13a-4107-ac24-433281c3ae0d-500x500-Mt9HhkkwMrJLbrQeaNBtEZY61EZrddhNiyZMoLiv.png",862,متجر ساراء ميكاب.csv,عطر ميمو باريس غرانيه فاجابوندز فادهو أو دو برفيوم 75 مل,75.8,GOLDEN-GRAY,ميمو باريس,review,,
عطر راسي فورت ميلكي بار كيد او دي بارفوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/171d4b3d-a81b-4ef8-8bb0-9792b8a9ed7a-485.20710059172x500-j12Nkk2eCaDYwbUQ5zzOMSCGaNpwNdJaxnQq4vgo.png",839,متجر ساراء ميكاب.csv,عطر اورمند جايان اسفركاند اليكسير اودي بيرفيوم 50 مل للجنسين,56.1,GOLDEN-GRAY,,review,,
عطر فرنش افينيو اروماتكس رويال تابو 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a1fc6a57-2225-483b-b7b8-61df8eafe1fa-500x500-NGI4zdrBbwGd5aKXGKYHvZW6yMHOKUiDaVSsrU7r.png",154,متجر ساراء ميكاب.csv,عطر فرنش أفينيو كارنال ديزاير او دو بارفيوم 100مل,75.0,GOLDEN-GRAY,فرنش أفينيو,review,,
عينة عطر اورتو باريسي ريسفيليوم او دو برفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b3ef3122-5a57-467c-8157-8828fbe1e1c3-500x500-N0gQ9Urc5M1iXGQ5KxQJA3PWMkh0wxI40yxejepO.png",27,متجر ساراء ميكاب.csv,عطر سيمينالس من اورتو باريسي - 50مل - بارفيوم,70.3,GOLDEN-GRAY,أورتو باريسي,review,,
عطر نيشاني ديزيرو اكسترايت دي بارفيوم 100مل Deziro Nishane,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/060a12b2-ec88-4367-a897-e9966bcdbf95-447.91666666667x500-xMFWeHWdkAxlovkQ3gOJlH7iOspIQomf9r8w1sFS.png",822,متجر ساراء ميكاب.csv,عطر نيشان إيجي / أيجايو اكستريت دو بارفيوم 100مل (للجنسين),76.6,GOLDEN-GRAY,نيشاني,review,,
عطر قيس اومو الرجالي او دو تواليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/1c7c680a-76da-42e4-8038-5566d6bbc3ff-500x500-fikeMVWP72C7AAS7WzYmQvcRDP8uLyCat814UUK2.png",161,متجر ساراء ميكاب.csv,عطر اشر هوم الرجالي او دو تواليت 100مل,58.7,GOLDEN-GRAY,قيس,review,,
عطر سيدكتيف نوار من قيس النسائي او دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9cc9e36c-d044-4197-84c7-6b1ddb1f3935-500x500-BiehwOkj5zyqwP7HYENMRAtvvPnVN0dFD24YwVvD.png",143,متجر ساراء ميكاب.csv,عطر قيس سيدكتيف نوار النسائي او دو تواليت 50مل,83.7,GOLDEN-GRAY,قيس,review,,
عطر سبيرتيكا ويون اكسترايت 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/3d64a007-fa2e-4f8d-b83b-409513f7a549-500x488-l8Wxl8EB5b9JN9NRCCHZNIJuGp9VQ4NSo8eApH7h.webp",814,متجر ساراء ميكاب.csv,عطر فرزاتشي كريستال نوار النسائي أو دو بارفيوم 50 مل,56.4,GOLDEN-GRAY,,review,,
عينة عطر ماي سيلف من اف سان لوران او دو بارفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/af02fa54-6022-4104-8d2a-fa541a630eff-500x500-n572aeesbrb7RxWuzFrhTuBn8AVPkPaJG8OImHfa.png",9,متجر ساراء ميكاب.csv,عطر ايف سان لوران فيلورس فانيلي بويس امبريس او دو بارفيوم 125مل,70.3,GOLDEN-GRAY,ايف سان لوران,review,,
عطر جان لويس شرير ون لوف او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/fd8bf5fb-c7be-4518-99e1-6303fda42e75-500x500-WmKZXkcQiTp6CyE3jL8etlmerHmee3TFJiGZQrKG.png",205,متجر ساراء ميكاب.csv,عطر جان لويس شيرير ون لوف أو دو بارفيوم 100مل,84.2,GOLDEN-GRAY,جان لويس شرير,review,,
عطر جان لويس نوي اندينيس او دو تواليت 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/54137512-8efd-46f8-9bd0-5e357bf7aee9-482.71276595745x500-XU7iNIGyWpc1nViW0k3uRGZuIcelvDKviqtT7FQV.jpg",135,متجر ساراء ميكاب.csv,عطر جان لويس نوي اندينيس او دو تواليت 50مل,80.0,GOLDEN-GRAY,,review,,
عطر جان لويس شرير Pop Delights 1 النسائي او دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/13a97c63-b4b2-4c25-a592-983a97cdbf07-500x500-8IIhwVpYZxzhITLRsCDDyJhGNL3vP1QIGeHVhhWU.png",98,متجر ساراء ميكاب.csv,عطر جان لويس شرير Pop Delights 1 النسائي او دو تواليت 50مل,85.4,GOLDEN-GRAY,جان لويس شرير,review,,
عطر جان لويس شرير Pop Delights 02 النسائي او دو تواليت 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/1617276f-ad02-48f1-bdfe-d8937bfce196-333.33333333333x500-nufIeE2OqH3BIcdKJo1oyZFrpiuWVfOfPSnsUiA6.png",97,متجر ساراء ميكاب.csv,عطر جان لويس شرير Pop Delights 03 النسائي او دو تواليت 50مل,88.0,GOLDEN-GRAY,جان لويس شرير,review,,
عطر ماي دريم من بيرفيوم غاليري 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/d6ac9c79-9e6e-4e1a-9b47-04aaaecda6df-500x500-zfG4PqOUuRAf6BJZhYNlDINFJrqn0jrqaTjOQAGf.png",66,متجر ساراء ميكاب.csv,عطر روجا أوشينيا بارفيوم 100 مل للجنسين,60.6,GOLDEN-GRAY,,review,,
عطر مغنوليا من بيرفيوم غاليري او دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f1faab43-e20e-414f-9e3e-3fee61ad90ed-500x399.82110912343-M60yCouGj6XhnhtkD8Xj4t3zny8ttmSpzn3jRfij.png",64,متجر ساراء ميكاب.csv,عطر هيوجو بوس بوتيلد إلكسير أو دو برفيوم 100مل,61.5,GOLDEN-GRAY,,review,,
عطر مسك بلو من بيرفيوم غاليري والنساء 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/1cc6ae35-8206-46d6-b5c7-8381ab24add3-500x500-hMgTdX8pYYruDHZmM9CWpvrQnG9xJyDMA9o3mzfj.png",64,متجر ساراء ميكاب.csv,عطر فرزاتشي دايلن بلو للنساء أو دو بارفيوم 100مل,64.3,GOLDEN-GRAY,,review,,
عطر دارلينج من دي غابور بارفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/aeb9734d-5441-4f82-9c29-b91179d81534-499x500-3uJcQ1kGdjxnfh12utkfWdDaZ8PmEGdVDYEd2OJM.png",1348,متجر ساراء ميكاب.csv,عطر دي غابور دارلينج إكستريت دو بارفيوم 50 مل,85.4,GOLDEN-GRAY,دي غابور,review,,
عطر رويال ارابيان اديشن اوف لذر فوريف من دي غابور ر اكسترايت او دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4be7fa43-f2af-4e20-8b95-b7027ab026cc-500x500-FvakNWhYrccN9VIOz4JHsZ7Y3J5s5nD8hdrz6doa.png",1170,متجر ساراء ميكاب.csv,عطر دي غابور جيشا ديفا إكستريت دو بارفيوم 50 مل,75.2,GOLDEN-GRAY,دي غابور,review,,
عطر أسترونوت من دي غابور إكستريت دو بارفان 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2a076c67-deea-4d09-9b40-7ab7b793cdfe-442.56120527307x500-6dLtcp9uRyLXBc3rSutbOHji31a99ztDCAsWsRaT.png",1121,متجر ساراء ميكاب.csv,عطر دي غابور ألكيرميس إكستريت دو بارفيوم 50 مل,82.1,GOLDEN-GRAY,دي غابور,review,,
عطر الكيرميس من دي غابور اكستريت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b375a7fe-e3d2-40fe-86a0-913813e08d7e-447.91666666667x500-SkrB00dZE1VBZaLPmYxOSsPoIQ4tCN2Fa8HxwJpk.png",1072,متجر ساراء ميكاب.csv,عطر دارلينج روج من دي غابور إكستريت دي بارفيوم 50 مل,81.7,GOLDEN-GRAY,دي غابور,review,,
عطر جندريس من دي جابور اكسترايت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ae3fcc61-6701-44ae-94af-0cf631da07df-457.85440613027x500-NPnFe8A3O71oBHdfjwVg9odZqsqaETEXhEsgY2SP.png",957,متجر ساراء ميكاب.csv,عطر دارلينج روج من دي غابور إكستريت دي بارفيوم 50 مل,84.1,GOLDEN-GRAY,دي غابور,review,,
عطر جيشا ديفا من دي جابور اكستريت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/02ca5a8d-f128-4496-9d27-3ab0516305e2-495.01992031873x500-Jl52fTpIzQoDNNPrJnviRqCUoa6PxW9F2OadwxlX.png",955,متجر ساراء ميكاب.csv,عطر دي غابور جيشا ديفا إكستريت دو بارفيوم 50 مل,86.4,GOLDEN-GRAY,دي غابور,review,,
عطر ستاردست مسك من دي جابور اكستريت دو بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a0cd7ef1-a7e6-407b-9d9b-4b18e7c86386-477x500-D3zQc0ROo1mopQEupE6ThaL36x2YJefZWHs3bml0.png",938,متجر ساراء ميكاب.csv,عطر دي غابور ستاردست ماسك إكستريت دو بارفيوم 50 مل,87.4,GOLDEN-GRAY,دي غابور,review,,
عطر فوند دامور من دي جابور اكسترايت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a5305e9c-1617-4f54-bd09-932742aac700-475.5859375x500-9Cwj6nmH9KN1XU3NUMNkt4kQzNFJPbLt0oL1PhxT.png",925,متجر ساراء ميكاب.csv,عطر دي غابور فوند دامور إكستريت دو بارفيوم 50 مل,86.2,GOLDEN-GRAY,دي غابور,review,,
أحمر خدود سائل أفتر جلو من نارس,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9b3a3bcd-612a-49fd-aef2-36e7f3b0b4e1-500x500-e8UgViwqrTLyzJ2qucswNOogZwwYPlKYKCFkDPmU.png",171,متجر ساراء ميكاب.csv,نارس بلاشر أحمر خدود سائل افترجلو,57.9,GOLDEN-GRAY,نارس,review,,
عطر روسيندو ماتيو رقم 9 او دي بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2f8e6ec9-6555-4bc8-b549-cab5c3334b4e-483.26771653543x500-cPhZGNjsBIcQUdoQEL6ZsI8Wy6cFXXwWphD0xluc.png",791,متجر ساراء ميكاب.csv,عطر روسيندو ماتيو فريش عود او دو بارفيوم 100 مل,78.4,GOLDEN-GRAY,روسيندو ماتيو,review,,
سترونجر وذ يو سبايسز من جورجيو ارماني أو دو بارفان 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/052f180f-ffa9-4241-bf0f-940c0d57b08c-500x500-Fog8sZdsgW2lwrVackV1IL7y4JcOYGbyy0wwwf0X.png",629,متجر ساراء ميكاب.csv,تستر جورجيو أرماني سترونجر ويذ يو توباكو أو دو برفيوم 100مل,82.8,GOLDEN-GRAY,جورجيو,review,,
عطر باكو رابان فانتوم بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/912ed1d5-e569-4cfc-a165-af9a29d625ac-500x500-870VUOBwVGCwvgUsGTbjXoa7yaFsoCo37ZaAmhL5.png",512,متجر ساراء ميكاب.csv,عطر ديور هوم بارفيوم  100مل,58.9,GOLDEN-GRAY,باكو رابان,review,,
مجموعة هدايا عطر كريستال نوار من فيرساتشي او دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/11a73565-8f83-4ef2-bb96-0455d273c5b5-500x500-0QZJoMNtxJ3wP4ckwMaiwSDXhoikQ5SB464suyyg.jpg",403,متجر ساراء ميكاب.csv,عطر فيرزاتشي كريستال نوار أو دو تواليت 90مل,71.6,GOLDEN-GRAY,فيرساتشي,review,,
عطر فولكان فو اكسترايت من فرنش افنيو دي بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e33cd24e-82c3-402e-862d-cb53f2715cb1-472.7626459144x500-cas5budqjGWMS11x9x4i3IEKJ5hEu3Reyzvnlc3p.png",167,متجر ساراء ميكاب.csv,عطر فرنش أفينيو اكس زاندال اكستريت دو بارفيوم 100مل,82.0,GOLDEN-GRAY,فرنش أفينيو,review,,
عطر ريد ايلاند من ميمو باريس او دي بارفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/73836770-f16b-4c9d-bde7-62a90cc5d17b-500x500-S5Ei26nBsFL47ApsTnA14sIEiLl9btHSbgX3kk2V.png",1009,متجر ساراء ميكاب.csv,عطر ميمو باريس إنديان ليذر أو دو بارفيوم 75 مل,82.6,GOLDEN-GRAY,ميمو باريس,review,,
عطر ا ربليكا بابل باث من ميزون مارجيلا او دو تواليت 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/d1879f09-b171-43ff-b4a8-3199449feb70-500x500-X5nnUDQNZRFV4ZGfEQgKa0D7umUs79rwGtjeZSz9.png",546,متجر ساراء ميكاب.csv,عطر ميزون مارجيلا ربليكا بيتش ووك أو دو تواليت 100مل,86.3,GOLDEN-GRAY,مارفيل,review,,
عطر سيريناد من فيرتوس او دي بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4521a0ea-81d2-4478-ab1c-70b81d74258b-497.00598802395x500-PRdBaIJ3aMif6ASzXLu6yXv9zh3HaO8OzwpaI8gQ.png",828,متجر ساراء ميكاب.csv,عطر ڤيرتوس رويال أوريس أو دو بارفيوم 100 مل للجنسين,80.2,GOLDEN-GRAY,توس,review,,
عطر روز برايف من فيرتس او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/52cd12f5-550a-4fda-b73d-0fb6c0dbd61e-375.21663778163x500-G8IFlLaz0oUaabMu3PC11RLBaFcTt9KkIeMvs6Yu.png",757,متجر ساراء ميكاب.csv,عطر فيرتس مونارك او دو بارفيوم 100مل,84.6,GOLDEN-GRAY,فيرتس,review,,
عطر فريش اورينت من فيرتس او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/0b2b8c9e-4a51-450a-84c0-8908b424cff5-500x500-wN4Ws9uYX0rTTZybOrCt8AZ6u4i4i8wGEMwAQWsK.png",746,متجر ساراء ميكاب.csv,عطر فيرتس سيريناد او دو بارفيوم 100مل,84.5,GOLDEN-GRAY,فيرتس,review,,
عطر برادوكس من فيرتس او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4ba1fdd3-4f2f-459c-8a01-dac93fd9218e-500x500-hfYkOo0R3wi1yp5aWUWGVmbjYEppd3sWDlsoOy2f.png",741,متجر ساراء ميكاب.csv,عطر فيرتس مونارك او دو بارفيوم 100مل,85.8,GOLDEN-GRAY,فيرتس,review,,
عطر او دو سيان من فيرتس او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/3f9f9570-b00c-49dd-98d0-7d41a82f6052-500x500-HSuwKMCkCkA8PxfJsIAxPWXVHSaggACno4oXKEKN.png",722,متجر ساراء ميكاب.csv,عطر فيرتس مونارك او دو بارفيوم 100مل,84.1,GOLDEN-GRAY,فيرتس,review,,
عطر ريبليكا سبرينج تايم ان ابارك من ميزون مارجيلا أو دو تواليت 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/07523b91-f9e4-40f4-85e9-e802f66c18d8-473.68421052632x500-A6d57rYDGy8RZLTJycc5pPSSF06Q4JZ17eFIuagw.png",653,متجر ساراء ميكاب.csv,عطر ميزون مارجيلا سايلينج داي أو دو تواليت 100 مل للجنسين,82.1,GOLDEN-GRAY,مارفيل,review,,
عطر نايت دوز من فيرتس او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b0f86049-6b70-49a9-b051-bb3bde14f308-500x499-v64ph6SEt1MyjtD7HfxnUX3X4LVYX7yT9nk3CmIC.png",626,متجر ساراء ميكاب.csv,عطر فيرتس مونارك او دو بارفيوم 100مل,86.7,GOLDEN-GRAY,فيرتس,review,,
طقم الحياة حلوة من لانكوم او دو بارفان 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/24412a88-7c0e-41be-9c62-466c7d92dafd-500x500-BmRNFe2S28JcDgBu4SBiBX8y81STPhsjHDCrmIMJ.jpg",596,متجر ساراء ميكاب.csv,تستر لانكوم أبسولو آي فلايمد أ روز أو دو بارفان 100 مل,76.6,GOLDEN-GRAY,لانكوم,review,,
عطر بويس كيوير من فيرتس او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/8dd76d39-2946-4330-85ed-5efbb22997f4-500x500-cIWJMTOTT2hOZjC5W9cjjbDD7GId5YbZMlB6J245.png",586,متجر ساراء ميكاب.csv,عطر فيرتس كاوس او دو بارفيوم 100مل,85.2,GOLDEN-GRAY,فيرتس,review,,
عطر عود نوار من فيرتس او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/3fe0586d-4636-404e-8191-4f70933f9c35-500x500-vsJcAIhzn1skrKfvECsiJ4KlQvezNs7mCo6nQBWO.png",580,متجر ساراء ميكاب.csv,عطر صمام عود او دو بارفيوم 100مل,58.6,GOLDEN-GRAY,فيرتس,review,,
عطر روز موراكون من فيرتس او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/34589d52-f6e0-44c7-8da3-0ba8997ff183-500x500-RoT8Q9eBY3TPQ9hkpw6APuCbg62YE2YJzB4yUkof.png",575,متجر ساراء ميكاب.csv,عطر فيرتس سيريناد او دو بارفيوم 100مل,84.5,GOLDEN-GRAY,فيرتس,review,,
عطر ريپليكا أندر ذا ستارز من ميسون مارجيلا أو دي تواليت 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f5fa5dea-ab75-42b8-befd-2a0b58f830a8-500x500-GOg6Malq2Y5956IaFo1tZi44gmVia1sjoZcSPkUn.png",573,متجر ساراء ميكاب.csv,عطر ميزون مارجيلا ربليكا أوتم فايبز أو دو تواليت 100مل,85.3,GOLDEN-GRAY,مارفيل,review,,
عطر مونارك من فيرتوس أو دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2b0a2e47-2021-4669-a90a-e38844f1a9ba-412.72727272727x500-ebQPkoGTYnWaJk5Gs7gxUtckOXniGSzOcSEj2r32.png",573,متجر ساراء ميكاب.csv,عطر ماتير بريمير كولونيا سيدرات أو دو برفيوم 100مل,55.2,GOLDEN-GRAY,توس,review,,
