اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
عطر زيرجوف دوران دوران نيوريو يلو أو دو بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/6642d10c-c57d-4f65-a352-1f4302c25c99-439.86254295533x500-vbjJWeLvGuEDohSieLVr7XvyluvJ604l9ow19Ziu.jpg",1023,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر زيرجوف ستارلايت أو دو بارفيوم 50 مل,81.2,GOLDEN-GRAY,زيرجوف,review,,
عطر زيرجوف دوران دوران نيوريو بنك أو دو بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5d1f18ad-a3dd-48d4-aeed-d12c2f2d22b0-439.86254295533x500-LkpgSg3K7Z37V7fRKp0creQqaCJuwkFkSViZUyCm.jpg",1023,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر زيرجوف ستارلايت أو دو بارفيوم 50 مل,81.2,GOLDEN-GRAY,زيرجوف,review,,
عطر كلايف كريستيان عنبر اورينتال الرجالي او دو بارفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b77b5ae2-92fa-45c5-8e4e-c4662e9ece19-500x500-zPmTeUBqN8sjb9QkdmDBwxKv92nzInvB6egjxhBx.jpg",1012,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كلايف كريستيان X فور وومن أو دو بارفيوم 50 مل,67.8,GOLDEN-GRAY,,review,,
عطر كلايف كريستيان في فروتي فلورال بارفيوم نسائي 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ed80ffee-1fb3-41e3-b171-2feeed35e2bd-500x500-ShufkSbWbFbBkLs8bGEUqdx05JCdQHqp0sQweOFL.jpg",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كلايف كريستيان ماتسوكيتا او دو بارفيوم 50 مل,67.3,GOLDEN-GRAY,,review,,
عطر كلايف كريستيان E جرين فوچير النسائي او دو بارفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/31911977-7871-40e4-9e34-36b5a01a2cd5-500x500-AIWXCiiHOa1ovKXqVC9w7XWsY0I3GrReE1P7ruhI.jpg",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كلايف كريستيان No.1 النسائي او دو بارفيوم 50مل,67.3,GOLDEN-GRAY,,review,,
عطر فالنتينو دونا بورن إن روما إيفوري أو دو بارفيوم نســـــائي 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/be1417f5-0852-4247-b865-a97aee208f85-500x500-5U3ot9fDh2WfBu3o4ejGF3ccQsTTbqIkrfoRkQcZ.jpg",563,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فالنتينو بورن إن روما راندي فو دونا أو دو بارفيوم 100 مل,84.7,GOLDEN-GRAY,فالنتينو,review,,
عطر وايلد كولت توباكو 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/761b7867-cb74-4e44-bb7c-15d605448bf8-500x500-4gRjealxHDrFFKTlVRk5GPIHAMqJAwjQbBFAllvs.jpg",132,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دنهل فور مان أو دو توليت 100مل,59.6,GOLDEN-GRAY,,review,,
فالنتينو بورن إن روما دونا إكسترا دوز 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a3b2e589-4e42-4fb4-9f0c-695755a3cf6a-500x500-swcvo2X4y8xrpRFiKcwAm3EYDm8gKzda3jGoFouk.jpg",552,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر عطر فالنتينو دونا بورن ان روما النسائي أو دو برفيوم 100 مل,80.1,GOLDEN-GRAY,فالنتينو,review,,
عطر توم فورد عود فويجر او دو بارفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b14d783b-d207-423b-96c8-37956dd962dd-500x500-vjofBH9FUgcPm7uNkDSMvWD8eEWrZz4dJgeDGd98.jpg",920,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر توم فورد شيري سموك أو دو بارفيوم 50مل,85.8,GOLDEN-GRAY,توم فورد,review,,
تستر رالف لورين رالف كلوب نيويورك ماء عطر 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bf28a375-3936-4fa2-ada8-9f0d0b34c9fe-500x500-PnBVfyqnfcqlzrLQbfsDfMpV4PFTnmyNi55J9kyx.jpg",270,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر رالف لورين رالف كلوب الرجالي بارفان 100مل,71.6,GOLDEN-GRAY,رالف لورين,review,,
عطر صمام مينا او دو بارفيوم-100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/669f96d1-91c1-4a94-8c71-325a78a52c17-500x500-X1R9waY6R7HRH4PgKC8zt5dWZLaZB6sL8x69sYPt.png",201,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر صمام مينا أو دو بارفيوم 100 مل,85.9,GOLDEN-GRAY,صمام,review,,
عطر صمام هق اند ساند فوياج او دو بارفيوم-100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/cb4bec4c-1b63-4f0b-8027-f6b9a9eec5b7-500x500-qOARciddgsGFukykFD3BWSJsQo7lMtVHTTBxFS8u.jpg",201,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر صمام عود او دو بارفيوم 100مل,77.9,GOLDEN-GRAY,صمام,review,,
عطر صمام سنداريا اكس اكوا نوار او دو بارفيوم انتنس-100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/11914e62-bd73-482d-b021-24852c6f0265-500x500-ksOHLgLTFQNGDT1OpgzXWJwU5j6EGdbCX9b2LQxk.png",247,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر صمام سينداريا اكس كوليجن انتنسا او دو بارفيوم انتنس 100مل,84.5,GOLDEN-GRAY,صمام,review,,
عطر صمام سنداريا اكس كلاسيك اسنس او دو بارفيوم انتنس-100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a22189ee-e7db-43f8-abf0-b645fba6f11e-500x500-PLpRZojbSoRZFxmQFyW0E2A8MKSMCnOiMZn9XO1c.png",201,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر صمام سينداريا اكس ابسولو او دو بارفيوم انتنس 100مل,85.2,GOLDEN-GRAY,صمام,review,,
عطر صمام كيس اند سي سامر جلو او دو بارفيوم-100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ce8e8616-56a2-48ad-a695-98865939b9b8-500x500-AjtmGMngraF5Jr8NTbIDSodWNVd6xAwnhNJ8fUnM.jpg",195,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر صمام كيس آند سي سمر جلو أو دو بارفيوم 100مل,87.9,GOLDEN-GRAY,صمام,review,,
تستر ميمو باريس ايثاك او دي بارفيوم 75مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0c088491-0eb4-4986-ae25-fe4890833e47-333.33333333333x500-okwUtGDTRp4xvdNDPu0AplUlxnyOyhBeRPDih1eb.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر ميمو باريس إنديان ليذر أو دو بارفيوم 75 مل,83.8,GOLDEN-GRAY,ميمو باريس,review,,
عطر جاست كافالي أعطني ماجيك فور هيم من روبرتو كافالي للرجال 90مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a47838d3-247d-43a6-833b-1a03ccb1470e-500x500-8XdtXcEQ6cjQlzTVh9Ef9NKtsBaJ1wSSXMzjSyNH.jpg",178,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر روبرتو كافالي جست كافالي وايلد هارت الرجالي او دو تواليت 90مل,75.2,GOLDEN-GRAY,روبيرتو كافالي,review,,
تستر فلايا دي مارلي عطر شعر 75مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ecdfafbd-64f4-47bc-a305-ac7cf98c1c4e-500x500-o9VQ1YZdJThhNgNhWlDkuToBlJojiNNfozptcc8a.jpg",230,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر للشعر مارلي فالايا 75 مل,76.3,GOLDEN-GRAY,مارلي,review,,
تستر عطر جان بول غولتير كلاسيك اسنس النسائي او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4ccf48cd-14d8-472b-958a-059a4e76074d-500x500-nJg3yMxOk6VIgMzUlTYbCbi1vGUknHNODUnNSasc.jpg",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كالفن كلاين كونتراديكشن النسائي او دو بارفيوم 100مل,57.4,GOLDEN-GRAY,جان بول غولتير,review,,
عطر فرزاتشي أو فريش إكستريم أو دو بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/eef52de0-f579-4c3c-b49f-5097ce8abe3a-500x500-YPJF3rtg74aSA1taotFBDjcPDAAiOWzdWp1qsOpi.jpg",379,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فرزاتشي أو فريش إكستريم أو دو تواليت 100 مل,72.6,GOLDEN-GRAY,,review,,
تستر عطر إيف سان لوران لا نويت دي لو أوم بلو إليكتريك أو دو تواليت انتنس 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7e520598-cf11-40ce-81c4-3203af4a801e-500x500-9nHGQrTqHsTupCfHvct3gS3d57mnniTDqoQY7Znc.png",856,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ايف سان لوران لا نوي دي لوم بلو اليكتريك او دو تواليت 100مل,84.1,GOLDEN-GRAY,ايف سان لوران,review,,
عطر لوتشيانو سوبراني إل إس مان من لوسيانو سوبراني للرجال 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e03a9342-2a1f-4154-9e2f-addb9c8729c4-500x500-yT9j6BIjXdlIH4qIAR7OjONNTHGxHDseR5iYfV9p.jpg",195,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر إيمانويل أونغارو أنجارو بور لو أوم أو دو تواليت 100مل للرجال,55.2,GOLDEN-GRAY,,review,,
عطر لوسيانو سوبراني اودي توليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/80b0c76b-2e6b-43d1-952e-f6ecd8856b4b-500x500-Q6vsU7NY6LLBDPEOkkCxVCT5sBcJ2Sm6yo23hn6s.jpg",149,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أرماني إمبوريو دايموندز أو دو توليت 100مل,62.0,GOLDEN-GRAY,,review,,
تستر عطر اكوا دي بارما روز نوبيل أو دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/fb83b4fe-7f41-47d3-978c-3f3f60de86a8-500x500-e7Q8DTXhcjkAygsNtxSQEbeexNIowaKvZf5ssqDN.jpg",575,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أكوا دي بارما ليذر أو دو برفيوم 100 مل,79.9,GOLDEN-GRAY,أكوا دي بارما,review,,
تستر عطر نيشاني أمبرا كالابريا اكستريت دو برفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f5f1852d-3f8f-4093-a434-3bef45ae2f4f-500x500-VYeQmhDEIsUYXM6RlrjWqMntrzz3M2fp0XYCvCwe.jpg",609,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر نيشاني فاين آند ناييف اكستريت دو برفيوم 50مل,83.6,GOLDEN-GRAY,نيشاني,review,,
تستر نيشاني تيمبفلو اكسترايت دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/76b45ad2-00ee-46f4-aeab-8eda2699e3a0-500x500-PoHk2q7Gi1c9n0mnewymGT1N9HQYa99av7pEP9Qx.jpg",460,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر هاتشيفات نيشاني اكسترايت دو بارفيوم 100مل للجنسين,82.0,GOLDEN-GRAY,نيشاني,review,,
عطر جيفنشي داليا ديفين أو دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/15cb0f0e-542d-4411-b2a2-f1c068bed8b4-500x500-NRdrw64OewLHNszJyEGHyB0vday0Gav4w5XPO30N.jpg",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر جيفنشي لانفانت تيريبلي أو دو بارفيوم 100مل (للجنسين),80.6,GOLDEN-GRAY,جيفنشي,review,,
عطر كارولينا هيريرا مجموعة لاكي تشارمز لاكي تشارم للنساء أو دو بيرفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bca131c2-3120-4a95-8a6d-051dc0549b4c-500x500-OiS4l6YviDYs6yQ2pEu5iYrUgJHPCnm2bFlBRNws.jpg",488,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كارولينا هيريرا توبيروز او دي بارفيوم 100 مل للجنسين,77.1,GOLDEN-GRAY,كارولينا هيريرا,review,,
عطر جاكومو دي جاكومو ان بلاك او دو تواليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e2cad17d-1d43-4331-a88b-222c561c4eee-500x500-15BUb9jpEi489TzA61xOgSc4lAEqiAt8F04pL6Eq.jpg",126,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر موغلر اي مان او دو تواليت 100مل,55.4,GOLDEN-GRAY,جاكومو,review,,
عطر كارولينا هيريرا هيريرا اكوا او دي تواليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/950967d2-473f-4cdf-8b89-16f3ffa38e7f-500x500-jpXW6QWkQCEPJEBpHiRDVcLu8oFJb2bvcTZNROOf.jpg",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كارولينا هيريرا سي إتش لو أو دو تواليت 100مل,80.2,GOLDEN-GRAY,كارولينا هيريرا,review,,
عطر سوسبيرو إل باردرينو أو دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8538fe0e-f130-46ed-9e01-ac3c203fa4fe-500x500-HF0YbpIS0e4QSm0UBEAAygcpNfeM05mLm6J5ZUP6.jpg",750,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر العلا بنهاليغونز أو دو برفيوم 100 مل,55.4,GOLDEN-GRAY,سوسبيرو,review,,
عطر اكوا دي بارما كولونيا اسينزا او دو كوليجن 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/14e6718a-857d-4b54-8d1a-a3b3d2c96e49-500x500-VWgKsNwxTOeivmk0i1uWP5xHQ3KyLdkONbHm0dKw.jpg",322,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أرماني أكوا دي جويا إسينزا أو دو بارفيوم 50مل,73.0,GOLDEN-GRAY,اسينزا,review,,
عطر دولتشي اند جابانا لا روي دي لا فورتشن 10 او دي تواليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/59b95905-77d9-40eb-a196-0fee6ae4686f-469.83546617916x500-Wl8bcKCQ2GaNIIiB7u8Tq88XPDngeQJ2fCiDvRLG.jpg",437,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دولتشي أند غابانا ديفوشن اودو بارفيوم 100مل,55.5,GOLDEN-GRAY,,review,,
تستر عطر روز ناتوريل أنتنس او دو بارفيوم . - 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/6ac780c1-8fa2-4d5e-936f-bfe0dbf72590-500x500-wwd1RuSik5d8E7ZhvFAnZb3pGEsFeFJsPtcjKyjk.jpg",258,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بارادايس سنس إيدن أو دو بارفيوم 100 مل,62.7,GOLDEN-GRAY,,review,,
عطر قوتشي ذا فرجين فيوليت او دي بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/55d3b195-fc33-4fb4-a427-7346a5aba439-439.5x500-ORNla6YqKBQfvVMYJ2jx9rxRMOFRBO69LqsvQ684.jpg",1035,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر قوتشي ذا فيرجن فويلت أو دو بارفيوم 100مل,84.5,GOLDEN-GRAY,قوتشي,review,,
تستر جيفنشي إكيفوك انتنس أو دو بارفيوم 200 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/74544b31-9023-4479-ab0a-feeb27c7d3e8-500x500-x3ABhBfMPSAREDhifLCa0LR5kfcBfiKJrulVwiI3.jpg",1035,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جيفنشي إنفلام أو دو بارفيوم 200مل,86.1,GOLDEN-GRAY,جيفنشي,review,,
تستر عطر لانكوم ايدول او دي تواليت 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8b67765a-0596-430a-8294-7cfed856708b-500x500-duLbAnzOVArdwYX7AEPMWcWVg9mIj0UkXUFx1jgM.jpg",258,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر عطر لانكوم آيدول لي بارفان ليميتد إيديشن 50 مل,71.6,GOLDEN-GRAY,لانكوم,review,,
عطر إسكادا صن سيت هيت للرجال أو دو تواليت 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/912b1fc9-4c4d-4575-ad1e-1ccba1637b87-500x500-tT54a5HvChxYbl6feZaLoasP8GvucAFDeKAoNNyi.jpg",218,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كارولينا هيريرا سي إتش للرجال أو دو تواليت 100 مل,57.5,GOLDEN-GRAY,إسكادا,review,,
عطر ادکلن اس تی دوپونت اسنس پیور ایس پور هوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/06678715-6977-48f1-bbba-7c33f9821654-500x500-gpeyinDr1jUHNHCgIUxzdOwAM60uAB8gLve6x7wM.jpg",218,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أرماني إمبوريو دايموندز أو دو توليت 100مل,56.4,GOLDEN-GRAY,,review,,
عطر جاكومو فور مان او دو تواليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1921a6f0-a172-4e10-8bfd-bac83f36055f-500x500-d7mCX9Ba8ivhBjueaNcvReQvn6APRotvKMPkySGF.jpg",109,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بنتلي فور مان أو دو تواليت 100مل,63.3,GOLDEN-GRAY,جاكومو,review,,
تستر جيرلان بيش ميراج أو دو بيرفيوم 200 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ce515b36-8514-43a6-b7dd-a25823526058-500x500-VTNLfqHsKqCcNKXOLrJZWGDN80WkWKl7kaS1YFQc.png",1897,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جيرلان نيرولي بلين سود أو دو بارفيوم 200مل,84.3,GOLDEN-GRAY,جيرلان,review,,
تستر فرزاتشي وومِن أو دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e8a16bf6-6b2c-4c71-89ca-247e8ffcdc69-500x500-0ZXXQxn2moNH6WtVcGEArqSbQ7VWez3A3FWD2QHU.jpg",132,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر بوس ذا سينت لو بارفيوم أو دو بارفيوم 100مل,64.8,GOLDEN-GRAY,,review,,
عطر جيرلان بيش ميراج أو دو بيرفيوم 200 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e08ebf0b-664d-4ef5-b134-8deecc0f0cb1-439.88549618321x500-B9W9RXYe7LifnXBXwhidANN5E75KuiwaOqUDXkHR.jpg",2472,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر جيرلان نيرولي بلين سود أو دو بارفيوم 200مل,84.3,GOLDEN-GRAY,جيرلان,review,,
تستر جيرلان باتشولي باريس أو دو برفيوم 200مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/fc657a9d-7e4e-4992-9333-576922d60bb1-439.86254295533x500-WRgedSbPdQeT1gUloUMywsTgeYl7tlBhKPM1fOPz.jpg",1840,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جيرلان توباكو هوني أو دو برفيوم 200 مل,77.1,GOLDEN-GRAY,جيرلان,review,,
عطر جيفنشي أودموزيل دي أمبر فيلورز أو دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/30219a5f-cff1-444a-9912-f49c8b3cb3db-500x500-8rzFklnxJwA95ssPG0aE87ML6tMvlaok1rkzy8pB.jpg",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر جيفنشي أنج أو ديمون أو دو برفيوم 100 مل,84.0,GOLDEN-GRAY,جيفنشي,review,,
عطر ايتات ليبر دي أورانج ريماركابل بيبول او دي بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7deeb68f-f3bd-4639-9d2a-3ab177aea4c4-500x500-h1GNHFfCGe3ldNvNaJkm9C5nhqfVScnvCwp19WDe.jpg",448,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر إيتات ليبر دي أورانج ديفن إنفانت أو دو بارفيوم 100مل,76.2,GOLDEN-GRAY,إيتات ليبر دي أورانج,review,,
عطر دي لوسيانو سوبراني أو دو بيرفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4279f3e2-7eec-4bb7-aa3c-0e1c1bedd25d-500x500-oJEn555tcx2AWdSVqgMGGkd3lYVcJAsWWZAqeI4N.jpg",299,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أرماني سكاي دي جيويا أو دو بارفيوم 100مل,64.9,GOLDEN-GRAY,,review,,
عطر يو اور ساموان لايك يو ايتا ليبر دورونج 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/62a29f42-6dd5-4cd2-98ac-aabe93fc789e-500x500-agEvpLqFpXN1NLxuoLs48YdnE6Wfg5z8rO3curzn.jpg",299,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ازارو مدموزيل ازارو لو أو دو تواليت 50مل,57.3,GOLDEN-GRAY,,review,,
عطر باكو رابان مليون قولد إليكسير بارفيوم انتنس - 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/addc0959-4a72-4ea4-83cb-a2b8aad74f08-500x500-818BhpjSekMJEtdJRnk5Nif1tUgg8lgMAzgVkniA.jpg",483,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر باكو رابان وان مليون أو دو تواليت 100 مل,72.0,GOLDEN-GRAY,باكو رابان,review,,
تستر عطر موسكينو توي بوي أو دو بارفيوم 100مل للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b6ed60b4-0599-41e4-a798-d123a6f17616-500x500-gc9F6imdMqig1lx2ocvRcKaoFIKVpd2hPstx0p08.jpg",201,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فيراري سيدار إسينس أو دو بارفيوم 100مل للرجال,55.6,GOLDEN-GRAY,موسكينو,review,,
عطر باكو رابان ون مليون العود الذهبي بارفيوم انتنس 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e0212769-e1b2-4473-968e-919ee368850f-500x500-u0MsY4L5RGhdDiORffVoTI1vY9nfQ9DFWDsKXuJT.jpg",460,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر باكو رابان ون مليون الرجالي بارفيوم 100مل,84.2,GOLDEN-GRAY,باكو رابان,review,,
تستر عطر باكو رابان مليون قولد إليكسير بارفيوم انتنس - 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c4968f49-1d97-4a1f-ad77-65244f3ce92d-500x500-6WVPGjSevmtx77WVEsaTih3lJcNDoVZnoVQYolHJ.jpg",391,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر باكو رابان وان مليون أو دو تواليت 100 مل,72.0,GOLDEN-GRAY,باكو رابان,review,,
تستر عطر سوفاج ديور بارفيوم 100 مل للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5a96b597-ddc7-43c0-bb81-2651247cf7c2-500x500-LGLBlqktre8XF77IQX3KKJoaK207XEwiCe4VnQSc.jpg",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بنهاليغونز ذا كت أو دو بارفيوم 100 مل للرجال,56.1,GOLDEN-GRAY,ديور,review,,
